,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.8454446854663774,0.736328125,0.9613947696139477,0.8386686067660968,0.8477225266934417,0.8467080658003783
recall,0.934652278177458,0.9078868151715834,0.9548546691403834,0.9322684997978165,0.932464587496475,0.9322684997978165
f1-score,0.8878132118451025,0.8131571852251281,0.9581135587961526,0.8829950210647263,0.8863613186221277,0.8857250599656182
support,1668.0,1661.0,1617.0,4946.0,4946.0,4946.0
