,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.9134785167745733,0.7149341806627326,0.9727848101265822,0.8507843852608536,0.8670658358546294,0.8661910388264195
recall,0.9304556354916067,0.9482239614689946,0.9505256648113791,0.94298422968055,0.9430684205906602,0.94298422968055
f1-score,0.9218889218889218,0.8152173913043478,0.9615264310290899,0.8945147679324895,0.8995442480741197,0.8990244738457908
support,1668.0,1661.0,1617.0,4946.0,4946.0,4946.0
