,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.7,0.470703125,0.8675496688741722,0.5913915094339622,0.6794175979580573,0.6312199060952378
recall,0.8604651162790697,0.8716094032549728,0.9097222222222222,0.8782837127845884,0.8805989139187549,0.8782837127845884
f1-score,0.7719821162444113,0.611287254280279,0.888135593220339,0.7068357998590556,0.7571349879150097,0.7234601746532572
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
