,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.5698198198198198,0.5047021943573667,0.8976109215017065,0.589728453364817,0.6573776452262977,0.6209527361102286
recall,0.840531561461794,0.8734177215189873,0.9131944444444444,0.8747810858143608,0.8757145758084087,0.8747810858143608
f1-score,0.6791946308724832,0.6397350993377482,0.9053356282271945,0.7045133991537377,0.7414217861458087,0.7171171232537865
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
