,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.00940733772342427,0.04744525547445255,0.6970802919708029,0.111162575266327,0.25131096172289324,0.20125040194370772
recall,0.03322259136212625,0.0705244122965642,0.6631944444444444,0.21015761821366025,0.25564714936771166,0.21015761821366025
f1-score,0.014662756598240467,0.05672727272727273,0.6797153024911031,0.14541048167222054,0.2503684439388721,0.20275103211181253
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
