,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.007278835386338186,0.015636105188343994,0.5552147239263804,0.061381074168797956,0.19270988816702084,0.14950922601684727
recall,0.04318936877076412,0.039783001808318265,0.6284722222222222,0.18914185639229422,0.23714819760043485,0.18914185639229422
f1-score,0.012458073790129373,0.022448979591836733,0.5895765472312704,0.09268397339626688,0.20816120020441217,0.16283906438504422
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
