,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.5531400966183575,0.4072119613016711,0.6294277929155313,0.4812304483837331,0.5299266169451866,0.5017150508245383
recall,0.760797342192691,0.8372513562386981,0.8020833333333334,0.808231173380035,0.8000440105882408,0.808231173380035
f1-score,0.6405594405594406,0.5479289940828402,0.7053435114503817,0.6032679738562091,0.6312773153642208,0.6120420811155098
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
