,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.5191873589164786,0.4178019981834696,0.6487252124645893,0.4844491302055878,0.5285715231881791,0.5027607366191948
recall,0.7641196013289037,0.8318264014466547,0.7951388888888888,0.8047285464098074,0.7970282972214825,0.8047285464098074
f1-score,0.6182795698924731,0.5562273276904474,0.7145085803432137,0.6048042119118131,0.6296718259753781,0.6124994167156719
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
