,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.5818639798488665,0.4565434565434565,0.6857142857142857,0.527729130180969,0.5747072407022029,0.547368917415722
recall,0.7674418604651163,0.8264014466546112,0.75,0.7915936952714536,0.7812811023732426,0.7915936952714536
f1-score,0.66189111747851,0.5881595881595881,0.7164179104477612,0.6332749562171629,0.6554895386952864,0.6399385611403144
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
