,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.7181571815718157,0.49696356275303644,0.8725490196078431,0.6151533373421527,0.6958899213108984,0.6499827316134891
recall,0.8803986710963455,0.8878842676311031,0.9270833333333334,0.8957968476357268,0.8984554240202606,0.8957968476357268
f1-score,0.791044776119403,0.63724853990915,0.898989898989899,0.7294117647058823,0.7757610716728175,0.7437933547204826
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
