,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.7355371900826446,0.5021459227467812,0.8859060402684564,0.6271186440677966,0.7078630510326275,0.6604416191691431
recall,0.8870431893687708,0.8462929475587704,0.9166666666666666,0.8747810858143608,0.8833342678647359,0.8747810858143608
f1-score,0.8042168674698795,0.6303030303030304,0.901023890784983,0.7305301645338208,0.7785145961859644,0.7444148278564665
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
