,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.5576779026217229,0.5092316855270994,0.8554006968641115,0.6287267336517872,0.6407700950043113,0.6387431253665212
recall,0.8926858513189448,0.5147501505117399,0.9109461966604824,0.7717347351395066,0.7727940661637224,0.7717347351395066
f1-score,0.686491470723836,0.5119760479041916,0.8823000898472597,0.692929109557956,0.6935892028250957,0.6919003708085806
support,1668.0,1661.0,1617.0,4946.0,4946.0,4946.0
