,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.5873692367299497,0.5196775723091512,0.9382093316519546,0.6532823454429573,0.6817520468970185,0.6793370043979513
recall,0.9088729016786571,0.6598434677904876,0.9202226345083488,0.8289526890416499,0.8296463346591646,0.8289526890416499
f1-score,0.7135796658037185,0.5814323607427055,0.9291289416172339,0.7307075387631438,0.7413803227212193,0.7396707505760823
support,1668.0,1661.0,1617.0,4946.0,4946.0,4946.0
