,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.5476190476190477,0.4571140262361251,0.7876923076923077,0.5410573678290214,0.5974751271824935,0.5643369303478942
recall,0.840531561461794,0.8191681735985533,0.8888888888888888,0.8423817863397548,0.849529541316412,0.8423817863397548
f1-score,0.6631716906946264,0.5867875647668394,0.835236541598695,0.6589041095890411,0.6950652656867202,0.6695764677719518
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
