,Seed,Learning Rate,Batch Size,Val CE,Val Accuracy,Val F1,Test CE,Test Accuracy,Test F1,Fine Tuning Time(m),Test Labeling Time(m),classification_report,classification_report_json
0,5768,1e-05,8,1.0221202897967077,0.9700352526439483,0.9722120136411543,1.6713663648951937,0.9598564094646235,0.9647634378397243,16.532572797934215,0.17531382242838542,"              precision    recall  f1-score   support

       LOC_B     0.6058    0.9037    0.7253       301
       LOC_I     0.8452    0.5917    0.6961       120
           O     0.9989    0.9628    0.9805     24100
       ORG_B     0.5048    0.9669    0.6633       544
       ORG_I     0.5654    0.9383    0.7056       373
       PER_B     0.8889    0.9510    0.9189       286
       PER_I     0.9665    0.9454    0.9558       183

    accuracy                         0.9599     25907
   macro avg     0.7679    0.8943    0.8065     25907
weighted avg     0.9756    0.9599    0.9648     25907
","{""LOC_B"": {""precision"": 0.6057906458797327, ""recall"": 0.9036544850498339, ""f1-score"": 0.7253333333333334, ""support"": 301}, ""LOC_I"": {""precision"": 0.8452380952380952, ""recall"": 0.5916666666666667, ""f1-score"": 0.696078431372549, ""support"": 120}, ""O"": {""precision"": 0.9989237127604615, ""recall"": 0.9627800829875519, ""f1-score"": 0.9805189317106153, ""support"": 24100}, ""ORG_B"": {""precision"": 0.5047984644913628, ""recall"": 0.9669117647058824, ""f1-score"": 0.6633039092055486, ""support"": 544}, ""ORG_I"": {""precision"": 0.5654281098546042, ""recall"": 0.938337801608579, ""f1-score"": 0.7056451612903226, ""support"": 373}, ""PER_B"": {""precision"": 0.8888888888888888, ""recall"": 0.951048951048951, ""f1-score"": 0.9189189189189189, ""support"": 286}, ""PER_I"": {""precision"": 0.9664804469273743, ""recall"": 0.9453551912568307, ""f1-score"": 0.9558011049723757, ""support"": 183}, ""accuracy"": 0.9598564094646235, ""macro avg"": {""precision"": 0.767935480577217, ""recall"": 0.8942507061891851, ""f1-score"": 0.8065142558290949, ""support"": 25907}, ""weighted avg"": {""precision"": 0.975583287414, ""recall"": 0.9598564094646235, ""f1-score"": 0.9647634378397243, ""support"": 25907}}"
0,78516,1e-05,8,2.4319379899522984,0.9811006658832746,0.981799046729372,3.0545565976726787,0.9774192303238507,0.9788981754565241,28.080783832073212,0.1750404397646586,"              precision    recall  f1-score   support

       LOC_B     0.7440    0.9269    0.8254       301
       LOC_I     0.7193    0.6833    0.7009       120
           O     0.9982    0.9822    0.9901     24100
       ORG_B     0.6794    0.9504    0.7923       544
       ORG_I     0.6899    0.9008    0.7814       373
       PER_B     0.9381    0.9545    0.9463       286
       PER_I     0.9880    0.9016    0.9429       183

    accuracy                         0.9774     25907
   macro avg     0.8224    0.9000    0.8542     25907
weighted avg     0.9821    0.9774    0.9789     25907
","{""LOC_B"": {""precision"": 0.744, ""recall"": 0.9269102990033222, ""f1-score"": 0.8254437869822485, ""support"": 301}, ""LOC_I"": {""precision"": 0.7192982456140351, ""recall"": 0.6833333333333333, ""f1-score"": 0.7008547008547009, ""support"": 120}, ""O"": {""precision"": 0.9982287449392713, ""recall"": 0.9821576763485477, ""f1-score"": 0.990128001338576, ""support"": 24100}, ""ORG_B"": {""precision"": 0.6793692509855453, ""recall"": 0.9503676470588235, ""f1-score"": 0.7923371647509577, ""support"": 544}, ""ORG_I"": {""precision"": 0.6899383983572895, ""recall"": 0.900804289544236, ""f1-score"": 0.7813953488372093, ""support"": 373}, ""PER_B"": {""precision"": 0.9381443298969072, ""recall"": 0.9545454545454546, ""f1-score"": 0.9462738301559792, ""support"": 286}, ""PER_I"": {""precision"": 0.9880239520958084, ""recall"": 0.9016393442622951, ""f1-score"": 0.9428571428571428, ""support"": 183}, ""accuracy"": 0.9774192303238507, ""macro avg"": {""precision"": 0.8224289888412653, ""recall"": 0.8999654348708589, ""f1-score"": 0.8541842822538307, ""support"": 25907}, ""weighted avg"": {""precision"": 0.9821134866722343, ""recall"": 0.9774192303238507, ""f1-score"": 0.9788981754565241, ""support"": 25907}}"
0,944601,1e-05,8,1.0228493009493047,0.9728750489620055,0.9746512835404827,2.0511157631874086,0.9602810051337476,0.9652113382651866,19.84247433344523,0.17532728910446166,"              precision    recall  f1-score   support

       LOC_B     0.6402    0.9103    0.7517       301
       LOC_I     0.8395    0.5667    0.6766       120
           O     0.9990    0.9633    0.9808     24100
       ORG_B     0.5418    0.9651    0.6940       544
       ORG_I     0.4910    0.9491    0.6472       373
       PER_B     0.9184    0.9441    0.9310       286
       PER_I     0.9771    0.9344    0.9553       183

    accuracy                         0.9603     25907
   macro avg     0.7724    0.8904    0.8052     25907
weighted avg     0.9761    0.9603    0.9652     25907
","{""LOC_B"": {""precision"": 0.6401869158878505, ""recall"": 0.9102990033222591, ""f1-score"": 0.7517146776406036, ""support"": 301}, ""LOC_I"": {""precision"": 0.8395061728395061, ""recall"": 0.5666666666666667, ""f1-score"": 0.6766169154228856, ""support"": 120}, ""O"": {""precision"": 0.999010284435647, ""recall"": 0.9633195020746887, ""f1-score"": 0.9808403219332897, ""support"": 24100}, ""ORG_B"": {""precision"": 0.541795665634675, ""recall"": 0.9650735294117647, ""f1-score"": 0.6939854593522803, ""support"": 544}, ""ORG_I"": {""precision"": 0.4909847434119279, ""recall"": 0.9490616621983914, ""f1-score"": 0.6471663619744059, ""support"": 373}, ""PER_B"": {""precision"": 0.9183673469387755, ""recall"": 0.9440559440559441, ""f1-score"": 0.9310344827586208, ""support"": 286}, ""PER_I"": {""precision"": 0.9771428571428571, ""recall"": 0.9344262295081968, ""f1-score"": 0.9553072625698323, ""support"": 183}, ""accuracy"": 0.9602810051337476, ""macro avg"": {""precision"": 0.7724277123273199, ""recall"": 0.8904146481768445, ""f1-score"": 0.805237925950274, ""support"": 25907}, ""weighted avg"": {""precision"": 0.9761427109584908, ""recall"": 0.9602810051337476, ""f1-score"": 0.9652113382651866, ""support"": 25907}}"
