,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.7131147540983607,0.5376569037656904,0.9243986254295533,0.6472411655300682,0.7250567610978681,0.6814348624253457
recall,0.867109634551495,0.9294755877034359,0.9340277777777778,0.9141856392294221,0.9102043333442361,0.9141856392294221
f1-score,0.782608695652174,0.6812458581842281,0.9291882556131261,0.7578947368421053,0.7976809364831761,0.7704907132957642
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
