,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.6616541353383458,0.5543237250554324,0.9121621621621622,0.6474639949906074,0.7093800075186468,0.6728560572637468
recall,0.8770764119601329,0.9041591320072333,0.9375,0.9054290718038529,0.9062451813224554,0.9054290718038529
f1-score,0.7542857142857142,0.6872852233676976,0.9246575342465754,0.7550200803212851,0.7887428239666624,0.764807441668433
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
