,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.5742092457420924,0.45849802371541504,0.8274760383386581,0.5524193548387096,0.6200611025987218,0.5820485894260314
recall,0.7840531561461794,0.8390596745027125,0.8993055555555556,0.839754816112084,0.8408061287348157,0.839754816112084
f1-score,0.6629213483146068,0.5929712460063897,0.8618968386023295,0.6664350243224461,0.7059298109744421,0.6792282963237312
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
