,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.6042154566744731,0.5252192982456141,0.891156462585034,0.6117575015309247,0.6735304058350403,0.6383259068417959
recall,0.8571428571428571,0.8661844484629295,0.9097222222222222,0.8747810858143608,0.8776831759426696,0.8747810858143608
f1-score,0.7087912087912089,0.653924914675768,0.9003436426116839,0.72,0.7543532553595536,0.7305302983660408
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
