,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.583941605839416,0.41833030852994557,0.8511326860841424,0.5290889132821076,0.6178015334845013,0.5711289821076682
recall,0.7973421926910299,0.833634719710669,0.9131944444444444,0.8441330998248686,0.8480571189487144,0.8441330998248686
f1-score,0.6741573033707864,0.5570996978851964,0.88107202680067,0.6504723346828611,0.7041096760188843,0.6696551882344249
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
