,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.887627695800227,0.8233724653148345,0.9476567255021302,0.8835006630043569,0.8862189622057306,0.8856744008531466
recall,0.9376498800959233,0.9289584587597832,0.9628942486085343,0.94298422968055,0.9431675291547469,0.94298422968055
f1-score,0.9119533527696794,0.872984441301273,0.9552147239263803,0.9122738386308068,0.9133841726657775,0.9130100198160527
support,1668.0,1661.0,1617.0,4946.0,4946.0,4946.0
