,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.8718522663682149,0.6347124117053481,0.9618696186961869,0.8118628359592215,0.8228114322565833,0.8216437665945209
recall,0.934052757793765,0.75737507525587,0.9672232529375386,0.8855640921957137,0.8862170286623913,0.8855640921957137
f1-score,0.9018813314037626,0.6906395827614603,0.9645390070921986,0.8471134319698288,0.8523533070858073,0.8514253906624235
support,1668.0,1661.0,1617.0,4946.0,4946.0,4946.0
