,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.5116772823779193,0.39104220499569337,0.8322368421052632,0.4896694214876033,0.5783187764929586,0.5341028125084833
recall,0.8006644518272426,0.8209764918625678,0.8784722222222222,0.830122591943958,0.8333710553040109,0.830122591943958
f1-score,0.6243523316062176,0.52975495915986,0.8547297297297297,0.6159844054580896,0.6696123401652692,0.6366433506051106
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
