,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.49306930693069306,0.3416666666666667,0.8058252427184466,0.45084409136047665,0.5468537387719354,0.4986280192256724
recall,0.8272425249169435,0.7414104882459313,0.8645833333333334,0.7950963222416813,0.8110787821654027,0.7950963222416813
f1-score,0.6178660049627792,0.4677695379349686,0.8341708542713568,0.5754119138149556,0.6399354657230348,0.5997332994763441
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
