,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.5288065843621399,0.42005676442762535,0.8142414860681114,0.5166130760986066,0.5877016116192922,0.5481293525473704
recall,0.8538205980066446,0.8028933092224232,0.9131944444444444,0.8441330998248686,0.8566361172245042,0.8441330998248686
f1-score,0.6531130876747142,0.5515527950310559,0.8608837970540099,0.6409574468085107,0.6885165599199267,0.656331233444674
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
