,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.5263157894736842,0.41853658536585364,0.8165137614678899,0.5178764897074756,0.5871220454358093,0.5473097615075729
recall,0.8637873754152824,0.7757685352622061,0.9270833333333334,0.8371278458844134,0.855546414670274,0.8371278458844134
f1-score,0.6540880503144654,0.5437262357414449,0.8682926829268294,0.6398929049531459,0.6887023229942466,0.6546667287150613
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
