,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.6778350515463918,0.4309500489715965,0.7787356321839081,0.5543540125213432,0.6291735775672987,0.5837299384113155
recall,0.8737541528239202,0.7956600361663653,0.9409722222222222,0.8528896672504378,0.8701288037375026,0.8528896672504378
f1-score,0.7634252539912916,0.5590851334180432,0.8522012578616353,0.6719558468437393,0.7249038817569899,0.6868643104165567
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
