,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.618510158013544,0.5108695652173914,0.8343558282208589,0.6015393724097099,0.6545785171505981,0.6208204077538543
recall,0.9102990033222591,0.8499095840867993,0.9444444444444444,0.8896672504378283,0.9015510106178342,0.8896672504378283
f1-score,0.7365591397849461,0.6381534283774609,0.8859934853420196,0.7177675732956552,0.7535686845014755,0.7265930566957148
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
