,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.053654743390357695,0.14720483488020722,0.6844547563805105,0.25264948318723013,0.29510477821702513,0.2912993699511578
recall,0.04136690647482014,0.4105960264900662,0.7297464440321583,0.39041649818034774,0.39390312566568153,0.39041649818034774
f1-score,0.04671631685849696,0.2167143311089927,0.7063753367255312,0.306775756612916,0.3232686615643403,0.3194691144312968
support,1668.0,1661.0,1617.0,4946.0,4946.0,4946.0
