,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.539647577092511,0.40956937799043064,0.8874172185430463,0.5224875069405885,0.6122113912086626,0.5643624743204477
recall,0.813953488372093,0.7739602169981917,0.9305555555555556,0.8239929947460596,0.8394897536419469,0.8239929947460596
f1-score,0.6490066225165563,0.5356695869837297,0.9084745762711864,0.6394835202174651,0.6977169285904908,0.6595595034549804
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
