,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.6414141414141414,0.5045685279187817,0.864516129032258,0.602602010644589,0.670166266121727,0.6314121695849677
recall,0.8438538205980066,0.8987341772151899,0.9305555555555556,0.8922942206654991,0.8910478511229174,0.8922942206654991
f1-score,0.7288378766140603,0.6462938881664498,0.8963210702341137,0.7193787504412282,0.7571509450048746,0.7311043688654147
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
