,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.5337552742616034,0.3982978723404255,0.7662721893491125,0.49320583794665324,0.5661084453170472,0.5267998699558163
recall,0.840531561461794,0.8462929475587704,0.8993055555555556,0.8581436077057794,0.8620433548587068,0.8581436077057794
f1-score,0.6529032258064517,0.5416666666666666,0.8274760383386581,0.6263982102908278,0.6740153102705921,0.6430636047950455
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
