,LOC,ORG,PER,micro avg,macro avg,weighted avg
precision,0.6146572104018913,0.5015576323987538,0.7549857549857549,0.5803108808290155,0.6237335325954666,0.5952794119819418
recall,0.8637873754152824,0.8734177215189873,0.9201388888888888,0.882661996497373,0.8857813286077195,0.882661996497373
f1-score,0.7182320441988951,0.6372031662269129,0.8294209702660407,0.7002431399791593,0.7282853935639495,0.707035407761795
support,301.0,553.0,288.0,1142.0,1142.0,1142.0
